,type,country,activity,species,month,fatal,gender,year,age
701,Unprovoked,usa,Surfing,Unspecified,Jun,N,M,2002.0,50.0
702,Unprovoked,south africa,Snorkeling (filming the sardine run),Unspecified,Jun,N,M,2002.0,50.0
703,Unprovoked,usa,Surfing,White,May,N,M,2002.0,24.0
704,Unprovoked,usa,Floating on a raft,Unspecified,May,N,M,2002.0,16.0
705,Provoked,usa,"Fishing, removing the shark from his line",Unspecified,May,N,M,2002.0,55.0
706,Unprovoked,australia,Scallop diving (using surface-supplied air & a POD) ,White,Apr,Y,M,2002.0,23.0
707,Unprovoked,usa,"Surfing, but standing in water alongside board",Unspecified,Apr,N,M,2002.0,34.0
708,Unprovoked,bahamas,Standing,Bull,Apr,N,M,2002.0,43.0
709,Unprovoked,usa,Wading,Unspecified,Apr,N,M,2002.0,41.0
710,Unprovoked,usa,Swimming / Wading,Unspecified,Apr,N,M,2002.0,29.0
711,Unprovoked,usa,Body-boarding,Tiger,Mar,N,M,2002.0,17.0
712,Unprovoked,usa,Wading,Unspecified,Mar,N,F,2002.0,11.0
713,Unprovoked,usa,Swimming /  boogie boarding,Unspecified,Mar,N,M,2002.0,20.0
714,Unprovoked,usa,Snorkeling,Unspecified,Mar,N,M,2002.0,39.0
715,Unprovoked,usa,Surfing,Unspecified,Mar,N,M,2002.0,31.0
716,Unprovoked,australia,Surfing,Unspecified,Feb,N,M,2002.0,30.0
717,Boating,australia,Kayaking,Unspecified,Feb,N,M,2002.0,35.0
718,Unprovoked,australia,Surfing,Tiger,Jan,N,M,2002.0,20.0
719,Unprovoked,south africa,Fishing,Unspecified,Jan,N,M,2002.0,16.0
720,Unprovoked,south africa,Surf skiing,Unspecified,Jan,N,M,2002.0,26.0
721,Unprovoked,usa,Snorkeling,Tiger,Jan,N,M,2002.0,35.0
722,Unprovoked,australia,Snorkeling,Unspecified,Oct,N,F,2001.0,20.0
723,Unprovoked,mexico,Body surfing,Tiger,Sep,N,M,2001.0,26.0
724,Provoked,usa,"Surfing, fell off surfboard & stepped on the shark.",Unspecified,Sep,N,M,2001.0,21.0
725,Invalid,usa,Wreck / Technical diving,Unspecified,Sep,Y,M,2001.0,42.0
726,Unprovoked,usa,Boogie boarding,Unspecified,Sep,N,M,2001.0,6.0
727,Unprovoked,usa,Swimming ,White,Sep,Y,M,2001.0,28.0
728,Unprovoked,usa,Swimming,White,Sep,N,F,2001.0,23.0
729,Unprovoked,usa,Wading,Unspecified,Sep,N,M,2001.0,20.0
730,Unprovoked,usa,Swimming ,Bull,Sep,Y,M,2001.0,10.0
731,Unprovoked,bahamas,Spearfishing,Bull,Aug,N,M,2001.0,44.0
732,Unprovoked,usa,Surfing,Unspecified,Aug,N,M,2001.0,17.0
733,Unprovoked,usa,Surfing,Unspecified,Aug,N,M,2001.0,20.0
734,Unprovoked,usa,Surfing,Unspecified,Aug,N,M,2001.0,19.0
735,Unprovoked,usa,Surfing,Unspecified,Aug,N,M,2001.0,19.0
736,Unprovoked,bahamas,Spearfishing,Bull,Aug,N,M,2001.0,43.0
737,Unprovoked,usa,Boogie boarding,Unspecified,Jul,N,M,2001.0,18.0
738,Unprovoked,usa,Swimming,Bull,Jul,N,M,2001.0,8.0
739,Provoked,usa,Spearfishing,White,Jun,N,M,2001.0,52.0
740,Unprovoked,usa,Wading,Unspecified,Jun,N,F,2001.0,29.0
741,Unprovoked,usa,Surfing,Unspecified,May,N,M,2001.0,45.0
742,Unprovoked,usa,Surfing,Unspecified,Apr,N,M,2001.0,12.0
743,Unprovoked,usa,Surfing,Unspecified,Apr,N,M,2001.0,21.0
744,Unprovoked,usa,Body boarding,Unspecified,Apr,N,M,2001.0,12.0
745,Unprovoked,usa,Surfing,Unspecified,Apr,N,M,2001.0,22.0
746,Unprovoked,usa,Surfing,Unspecified,Apr,N,M,2001.0,19.0
747,Unprovoked,south africa,Surfing,White,Apr,N,M,2001.0,46.0
748,Unprovoked,usa,Standing alongside surfboard,Unspecified,Apr,N,M,2001.0,26.0
749,Unprovoked,australia,Surfing,Unspecified,Apr,N,M,2001.0,40.0
750,Unprovoked,australia,Surfing,Unspecified,Feb,N,M,2001.0,40.0
751,Unprovoked,fiji,Swimming back from anchored sailboat,Unspecified,Dec,Y,M,2000.0,47.0
752,Unprovoked,australia,Spearfishing,Unspecified,Dec,N,M,2000.0,38.0
753,Unprovoked,usa,Swimming,Unspecified,Nov,N,M,2000.0,25.0
754,Unprovoked,australia,Swimming,White,Nov,N,M,2000.0,52.0
755,Unprovoked,australia,Swimming,White,Nov,Y,M,2000.0,49.0
756,Unprovoked,usa,Surfing,White,Nov,N,M,2000.0,27.0
757,Unprovoked,usa,Swimming / snorkeling,Tiger,Oct,N,F,2000.0,56.0
758,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,2000.0,17.0
759,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,2000.0,23.0
760,Unprovoked,australia,Surfing,White,Sep,Y,M,2000.0,17.0
761,Unprovoked,australia,Surfing,White,Sep,Y,M,2000.0,25.0
762,Unprovoked,okinawa,Surfing,White,Sep,Y,M,2000.0,31.0
763,Unprovoked,usa,Swimming / Body surfing,Unspecified,Sep,N,M,2000.0,25.0
764,Unprovoked,south africa,Free diving,White,Sep,N,M,2000.0,48.0
765,Unprovoked,usa,Wading,Unspecified,Sep,N,M,2000.0,40.0
766,Unprovoked,reunion,Surfing,Tiger,Sep,N,M,2000.0,27.0
767,Unprovoked,usa,Swimming,Unspecified,Aug,N,M,2000.0,47.0
768,Unprovoked,usa,Jumped into the water,Bull,Aug,Y,M,2000.0,25.0
769,Unprovoked,usa,"Windsurfing, but sitting on his board",Tiger,Aug,N,M,2000.0,53.0
770,Unprovoked,usa,Surfing / Wading,Unspecified,Aug,N,M,2000.0,27.0
771,Unprovoked,usa,Standing,Unspecified,Aug,N,F,2000.0,44.0
772,Unprovoked,usa,Playing,Tiger,Jul,N,F,2000.0,12.0
773,Unprovoked,usa,"Spearfishing, holding mesh bag with speared fish",Unspecified,Jul,N,F,2000.0,55.0
774,Unprovoked,usa,Wading,Unspecified,Jul,N,F,2000.0,13.0
775,Unprovoked,usa,Standing,Unspecified,Jul,N,F,2000.0,19.0
776,Unprovoked,usa,Surfing,Unspecified,Jun,N,M,2000.0,17.0
777,Unprovoked,usa,Swimming,Bull,Jun,N,M,2000.0,55.0
778,Unprovoked,usa,Swimming ,Bull,Jun,N,M,2000.0,44.0
779,Unprovoked,australia,Swimming,Unspecified,Mar,N,M,2000.0,26.0
780,Unprovoked,usa,Boogie boarding,Unspecified,Mar,N,F,2000.0,14.0
781,Unprovoked,usa,Surfing,Unspecified,Mar,N,M,2000.0,37.0
782,Unprovoked,new caledonia,Spearfishing,Tiger,Mar,Y,M,2000.0,35.0
783,Unprovoked,usa,Spearfishing,Unspecified,Mar,N,M,2000.0,39.0
784,Invalid,brazil,Spearfishing,Unspecified,Dec,N,M,1999.0,39.0
785,Unprovoked,usa,Swimming,Tiger,Nov,N,F,1999.0,51.0
786,Unprovoked,brazil,"Spearfishing, but swimming at surface",Unspecified,Nov,N,M,1999.0,39.0
787,Unprovoked,usa,"Surfing, lying on surfboard",Tiger,Oct,N,M,1999.0,16.0
788,Unprovoked,usa,Kayaking,White,Sep,N,M,1999.0,37.0
789,Unprovoked,usa,Surfing,Unspecified,Aug,N,M,1999.0,28.0
790,Unprovoked,marshall islands,Fishing,Unspecified,Aug,N,M,1999.0,23.0
791,Unprovoked,usa,Lying prone in 2' of water,Unspecified,Aug,N,M,1999.0,10.0
792,Unprovoked,usa,Body surfing,Unspecified,Aug,N,M,1999.0,62.0
793,Unprovoked,bahamas,Spearfishing & holding catch,Bull,Aug,N,M,1999.0,35.0
794,Unprovoked,south africa,Surfing,White,Jul,N,M,1999.0,42.0
795,Unprovoked,usa,Swimming with dolphins,Bull,Jul,N,M,1999.0,43.0
796,Unprovoked,usa,Surfing,Tiger,Jul,N,M,1999.0,43.0
797,Unprovoked,south africa,Boogie boarding,White,Jul,Y,M,1999.0,14.0
798,Unprovoked,usa,Wading in school of baitfish,Unspecified,Jul,N,F,1999.0,30.0
799,Unprovoked,south africa,Surfing,White,Jul,N,M,1999.0,29.0
800,Unprovoked,usa,Surfing,Unspecified,Jun,N,M,1999.0,21.0
801,Unprovoked,usa,Splashing / wading,Unspecified,Jun,N,M,1999.0,5.0
802,Unprovoked,australia,Windsurfing,White,May,Y,M,1999.0,22.0
803,Unprovoked,brazil,Surfing,Tiger,May,N,M,1999.0,21.0
804,Unprovoked,mauritius,Swimming,Grey,Apr,N,F,1999.0,41.0
805,Unprovoked,reunion,Swimming after being swept into sea by a large wave,Bull,Apr,Y,M,1999.0,52.0
806,Unprovoked,usa,Swimming near pod of whales,Unspecified,Mar,N,F,1999.0,29.0
807,Unprovoked,australia,Surfing,Tiger,Feb,N,M,1999.0,35.0
808,Unprovoked,usa,Surfing,Unspecified,Feb,N,M,1999.0,25.0
809,Unprovoked,south africa,Spearfishing,White,,N,M,1999.0,30.0
810,Unprovoked,south africa,Surfing,White,Dec,N,M,1998.0,18.0
811,Unprovoked,usa,Swimming,Tiger,Nov,Y,M,1998.0,9.0
812,Unprovoked,usa,Surfing,Unspecified,Nov,N,M,1998.0,14.0
813,Unprovoked,usa,Walking,Unspecified,Nov,N,M,1998.0,13.0
814,Unprovoked,brazil,Surfing,White,Nov,Y,M,1998.0,22.0
815,Unprovoked,usa,Surfing,Unspecified,Aug,N,M,1998.0,26.0
816,Unprovoked,usa,Boogie boarding,White,Aug,N,M,1998.0,16.0
817,Unprovoked,bahamas,Spearfishing,Unspecified,Aug,N,M,1998.0,28.0
818,Unprovoked,south africa,Spearfishing,White,Aug,N,M,1998.0,24.0
819,Unprovoked,south africa,Surfing,Unspecified,Jul,N,M,1998.0,16.0
820,Unprovoked,australia,Free diving for abalone,White,Jun,Y,M,1998.0,26.0
821,Unprovoked,south africa,Body Boarding,White,Jun,Y,M,1998.0,20.0
822,Unprovoked,south africa,Body boarding,White,May,N,M,1998.0,15.0
823,Unprovoked,south africa,Body boarding,Unspecified,May,N,M,1998.0,16.0
824,Unprovoked,usa,Surfing,Lemon,May,N,M,1998.0,40.0
825,Unprovoked,usa,Swimming,Unspecified,May,N,F,1998.0,14.0
826,Unprovoked,south africa,Body boarding,White,May,N,M,1998.0,22.0
827,Unprovoked,mozambique,Towing rubber dinghy,Unspecified,Apr,Y,F,1998.0,35.0
828,Unprovoked,usa,Surfing (lying prone on his board),White,Apr,N,M,1998.0,50.0
829,Unprovoked,south africa,Snorkeling  hunting crayfish and abalone,White,Mar,N,M,1998.0,33.0
830,Unprovoked,usa,Swimming or paddle boarding,Unspecified,Mar,N,M,1998.0,32.0
831,Invalid,australia,Spearfishing,Unspecified,Jan,,M,1998.0,31.0
832,Unprovoked,mozambique,Surfing,Unspecified,Jan,N,M,1998.0,23.0
833,Unprovoked,south africa,Spearfishing,White,Dec,Y,M,1997.0,39.0
834,Unprovoked,australia,Scuba diving (submerged riding a scooter),White,Nov,N,M,1997.0,42.0
835,Unprovoked,usa,Body boarding or surfing,Tiger,Oct,N,M,1997.0,19.0
836,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1997.0,23.0
837,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1997.0,12.0
838,Unprovoked,usa,Surfing (sitting on his board),White,Aug,N,M,1997.0,29.0
839,Unprovoked,usa,Body surfing,Unspecified,Aug,N,M,1997.0,17.0
840,Unprovoked,usa,Wading / Surfing,Unspecified,Aug,N,M,1997.0,19.0
841,Unprovoked,south africa,Surfing,White,Jul,Y,M,1997.0,25.0
842,Unprovoked,usa,Standing,Unspecified,Jul,N,M,1997.0,50.0
843,Unprovoked,fiji,Snorkeling,Tiger,Jun,N,F,1997.0,47.0
844,Unprovoked,usa,Surfing,Unspecified,Jun,N,M,1997.0,18.0
845,Unprovoked,usa,"Body surfing, stood up on sandbar",Unspecified,Jun,N,M,1997.0,33.0
846,Unprovoked,usa,Spearfishing,Unspecified,May,N,M,1997.0,35.0
847,Unprovoked,usa,Surfing,Unspecified,May,N,M,1997.0,34.0
848,Unprovoked,usa,Surfing,Unspecified,May,N,M,1997.0,12.0
849,Unprovoked,australia,Scuba diving,Tiger,Feb,N,M,1997.0,30.0
850,Unprovoked,australia,Snorkeling,Unspecified,Jan,N,M,1997.0,27.0
851,Unprovoked,australia,Windsurfing,Tiger,Jan,Y,M,1997.0,41.0
852,Unprovoked,usa,Surfing,White,Nov,N,M,1996.0,45.0
853,Unprovoked,usa,Surfing,White,Oct,N,M,1996.0,22.0
854,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1996.0,21.0
855,Unprovoked,usa,Surfing,White,Oct,N,M,1996.0,31.0
856,Unprovoked,new zealand,Diving for abalone,White,Sep,N,M,1996.0,23.0
857,Unprovoked,usa,Surfing / Swimming,Unspecified,Sep,N,M,1996.0,19.0
858,Invalid,usa,Boogie boarding,Unspecified,Sep,,F,1996.0,28.0
859,Provoked,south africa,Spearfishing,White,Sep,N,M,1996.0,29.0
860,Unprovoked,usa,Body Boarding,Tiger,Aug,N,M,1996.0,19.0
861,Unprovoked,usa,Free diving for abalone,White,Aug,N,M,1996.0,36.0
862,Unprovoked,usa,Wade fishing,Unspecified,Aug,N,M,1996.0,21.0
863,Unprovoked,usa,Standing,Unspecified,Jul,N,F,1996.0,63.0
864,Unprovoked,south africa,Surfing,White,May,N,M,1996.0,17.0
865,Unprovoked,usa,Surfing,Unspecified,May,N,M,1996.0,22.0
866,Unprovoked,usa,Surfing,Unspecified,May,N,M,1996.0,27.0
867,Unprovoked,australia,Swimming breast stoke,Tiger,Mar,N,F,1996.0,47.0
868,Unprovoked,australia,Dived naked into the water on a bet,Unspecified,Feb,N,M,1996.0,24.0
869,Unprovoked,australia,Swimming,Unspecified,Feb,N,M,1996.0,7.0
870,Unprovoked,usa,Swimming with mask & snorkel,Tiger,Jan,N,M,1996.0,53.0
871,Unprovoked,reunion,Surfing,Tiger,Jan,Y,M,1996.0,25.0
872,Unprovoked,australia,Playing / standing,Unspecified,Oct,N,F,1995.0,15.0
873,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1995.0,39.0
874,Unprovoked,usa,Surfing,Unspecified,Sep,N,M,1995.0,14.0
875,Unprovoked,usa,Windsurfing,White,Sep,N,M,1995.0,25.0
876,Unprovoked,australia,Abalone diving using Hookah (near calving whales),White,Sep,Y,M,1995.0,29.0
877,Unprovoked,usa,Abalone diving using Hookah (resting on the surface),White,Sep,N,M,1995.0,32.0
878,Unprovoked,usa,Surfing,Unspecified,Aug,N,M,1995.0,16.0
879,Unprovoked,usa,Surfing,Unspecified,Aug,N,M,1995.0,18.0
880,Unprovoked,usa,Swimming,Unspecified,Aug,N,M,1995.0,16.0
881,Unprovoked,usa,Swimming ,Unspecified,Aug,N,M,1995.0,23.0
882,Unprovoked,usa,Surfing,Unspecified,Aug,N,M,1995.0,19.0
883,Unprovoked,tonga,Fishing,Unspecified,Aug,N,M,1995.0,18.0
884,Unprovoked,usa,Wading,Unspecified,Aug,N,M,1995.0,20.0
885,Unprovoked,usa,Body boarding,Unspecified,Aug,N,M,1995.0,12.0
886,Unprovoked,usa,Scuba diving (ascending using scooter),White,Jun,N,M,1995.0,31.0
887,Unprovoked,usa,Swimming,Unspecified,Jun,N,M,1995.0,45.0
888,Unprovoked,usa,Swimming,Unspecified,Jun,N,F,1995.0,10.0
889,Unprovoked,usa,Swimming,Tiger,Jun,N,M,1995.0,38.0
890,Unprovoked,hong kong,Swimming,Unspecified,Jun,Y,M,1995.0,29.0
891,Unprovoked,japan,Scuba diving for bivalves,White,Apr,Y,M,1995.0,47.0
892,Unprovoked,australia,Surfing,Unspecified,Mar,N,M,1995.0,35.0
893,Unprovoked,south africa,Swimming,Unspecified,Feb,N,M,1995.0,22.0
894,Unprovoked,south africa,Swimming,Tiger,Jan,Y,M,1995.0,14.0
895,Unprovoked,south africa,Body boarding,White,Dec,N,M,1994.0,26.0
896,Unprovoked,usa,Commercial diver (submerged or treading water),White,Dec,Y,M,1994.0,42.0
897,Unprovoked,usa,"Surfing, paddling seawards",Unspecified,Nov,N,F,1994.0,34.0
898,Provoked,usa,Wading,Unspecified,Oct,N,F,1994.0,9.0
899,Unprovoked,usa,Surfing,White,Sep,N,M,1994.0,43.0
900,Unprovoked,usa,Jumped off rocks into white water,Unspecified,Sep,N,F,1994.0,12.0
901,Unprovoked,reunion,Windsurfing,Bull,Jul,Y,M,1994.0,24.0
902,Unprovoked,south africa,Surfing,White,Jul,Y,M,1994.0,22.0
903,Unprovoked,south africa,Surfing,White,Jul,N,M,1994.0,31.0
904,Unprovoked,usa,Surfing,Unspecified,Jul,N,M,1994.0,15.0
905,Unprovoked,bahamas,Spearfishing,Unspecified,Jun,N,M,1994.0,30.0
906,Unprovoked,usa,Surfing,Unspecified,May,N,M,1994.0,28.0
907,Unprovoked,usa,Surfing,Unspecified,May,N,M,1994.0,22.0
908,Unprovoked,usa,Surfing,Unspecified,Feb,N,M,1994.0,23.0
909,Unprovoked,south africa,Surfing,White,Feb,N,M,1994.0,15.0
910,Unprovoked,south africa,Swimming ,Unspecified,Jan,N,M,1994.0,33.0
911,Unprovoked,australia,Hookah diving,Tiger,Nov,Y,M,1993.0,27.0
912,Unprovoked,usa,Surfing,White,Oct,N,M,1993.0,26.0
913,Unprovoked,usa,Swimming,Bull,Oct,N,F,1993.0,26.0
914,Boating,usa,Kayaking,White,Oct,N,F,1993.0,34.0
915,Unprovoked,south africa,Spearfishing,White,Sep,N,M,1993.0,36.0
916,Unprovoked,spain,Swimming,Unspecified,Sep,N,M,1993.0,25.0
917,Unprovoked,bahamas,Spearfishing,Unspecified,Aug,N,M,1993.0,51.0
918,Unprovoked,usa,Riding floatation device,Bull,Aug,N,F,1993.0,19.0
919,Unprovoked,usa,Free diving for abalone (ascending),White,Aug,N,M,1993.0,39.0
920,Unprovoked,south africa,Surfing,White,Jul,N,M,1993.0,28.0
921,Unprovoked,usa,Playing,Unspecified,Jul,N,F,1993.0,12.0
922,Unprovoked,usa,Paddling on surfboard or body board,Tiger,Jun,N,M,1993.0,22.0
923,Unprovoked,australia,Scuba diving,White,Jun,Y,M,1993.0,31.0
924,Unprovoked,australia,Scuba diving at seal colony,White,Jun,Y,F,1993.0,34.0
925,Unprovoked,usa,Swimming,Unspecified,Jun,N,F,1993.0,60.0
926,Unprovoked,usa,Paddling on surfboard,Tiger,Mar,N,M,1993.0,35.0
927,Unprovoked,usa,Free diving & spearfishing (ascending),White,Mar,N,M,1993.0,55.0
928,Provoked,australia,Fishing,Unspecified,,N,M,1993.0,25.0
929,Unprovoked,australia,Spearfishing,Unspecified,Jan,N,M,1993.0,21.0
930,Unprovoked,usa,Surfing,White,Jan,N,M,1993.0,29.0
931,Unprovoked,usa,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",Tiger,Dec,N,M,1992.0,10.0
932,Unprovoked,usa,Lying on surfboard,Tiger,Dec,N,M,1992.0,30.0
933,Unprovoked,usa,Spearfishing / free diving,Unspecified,Nov,N,M,1992.0,31.0
934,Unprovoked,usa,Surfing,Unspecified,Nov,N,M,1992.0,19.0
935,Boating,usa,Kayaking,White,Nov,N,M,1992.0,46.0
936,Unprovoked,usa,Scuba diving (submerged),Unspecified,Nov,N,M,1992.0,40.0
937,Unprovoked,usa,Body boarding,Tiger,Nov,Y,M,1992.0,18.0
938,Unprovoked,usa,Hookah diving for sea urchins,White,Oct,N,M,1992.0,40.0
939,Unprovoked,usa,Surfing,Tiger,Oct,N,M,1992.0,28.0
940,Unprovoked,australia,Surfing,White,Oct,Y,M,1992.0,28.0
941,Unprovoked,usa,Surfing,White,Sep,N,M,1992.0,20.0
942,Unprovoked,australia,Surfing,White,Aug,N,M,1992.0,17.0
943,Unprovoked,usa,Surfing,White,Aug,N,M,1992.0,22.0
944,Unprovoked,usa,Standing,Unspecified,Jul,N,F,1992.0,42.0
945,Unprovoked,reunion,Surfing,Bull,Jun,Y,M,1992.0,16.0
946,Unprovoked,south africa,Surfing,Unspecified,Apr,N,M,1992.0,35.0
947,Unprovoked,usa,"Surfing, paddling seawards",Tiger,Mar,N,F,1992.0,36.0
948,Unprovoked,japan,Hookah diving for pen shells ,White,Mar,Y,M,1992.0,41.0
949,Unprovoked,usa,Surfing (sitting on his board),White,Mar,N,M,1992.0,21.0
950,Invalid,australia,Surfing,Unspecified,Feb,,M,1992.0,19.0
951,Unprovoked,australia,Boogie boarding,Unspecified,Jan,N,M,1992.0,19.0
952,Unprovoked,south africa,Swimming ,Unspecified,Jan,N,M,1992.0,19.0
953,Unprovoked,south africa,Spearfishing,Unspecified,Jan,N,M,1992.0,36.0
954,Unprovoked,usa,Hookah diving for sea urchins,White,Dec,N,M,1991.0,25.0
955,Unprovoked,usa,Snorkeling,Tiger,Nov,Y,F,1991.0,41.0
956,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1991.0,21.0
957,Unprovoked,usa,Surfing,White,Oct,N,M,1991.0,32.0
958,Unprovoked,australia,Scuba diving,White,Sep,Y,M,1991.0,19.0
959,Provoked,australia,Finning the shark that bit him,Unspecified,Aug,N,M,1991.0,36.0
960,Unprovoked,usa,Swimming,Unspecified,Aug,N,M,1991.0,23.0
961,Unprovoked,usa,Wading,Unspecified,Aug,N,F,1991.0,10.0
962,Boating,italy,Canoeing,White,Jul,N,F,1991.0,40.0
963,Unprovoked,reunion,Surfing,Tiger,Jul,N,M,1991.0,30.0
964,Unprovoked,usa,Surfing,White,Jul,N,M,1991.0,32.0
965,Unprovoked,usa,Swimming behind sailboat,Bull,Jun,N,M,1991.0,31.0
966,Unprovoked,hong kong,Swimming ,Tiger,Jun,Y,F,1991.0,65.0
967,Unprovoked,usa,Sitting on surfboard,Unspecified,May,N,M,1991.0,23.0
968,Unprovoked,usa,"Surfing, collided with shark",Unspecified,Apr,N,M,1991.0,22.0
969,Unprovoked,usa,Surfing,White,Feb,N,M,1991.0,38.0
970,Unprovoked,south africa,Spearfishing,White,Feb,N,M,1991.0,20.0
971,Unprovoked,usa,Surfing,Unspecified,Nov,N,M,1990.0,24.0
972,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1990.0,50.0
973,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1990.0,25.0
974,Unprovoked,usa,Surfing,Tiger,Oct,N,M,1990.0,43.0
975,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1990.0,19.0
976,Unprovoked,south africa,Spearfishing,White,Sep,N,M,1990.0,26.0
977,Unprovoked,usa,"Free diving / spearfishing, from paddleboard & floating on the surface",White,Sep,N,M,1990.0,49.0
978,Boating,usa,Kayaking,White,Sep,N,M,1990.0,44.0
979,Unprovoked,usa,Surfing,White,Aug,N,M,1990.0,22.0
980,Unprovoked,south africa,Scuba diving (but on surface),White,Jun,Y,F,1990.0,21.0
981,Unprovoked,south africa,Resting on surfboard,White,May,N,M,1990.0,22.0
982,Unprovoked,south africa,Lying on surfboard & paddling,White,Apr,N,M,1990.0,23.0
983,Unprovoked,australia,Surfing,Tiger,Apr,N,M,1990.0,31.0
984,Unprovoked,south africa,Free diving & spearfishing,White,Nov,Y,M,1989.0,29.0
985,Unprovoked,australia,Surfing,White,Oct,N,M,1989.0,17.0
986,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1989.0,12.0
987,Invalid,usa,Diving,Unspecified,Oct,,M,1989.0,49.0
988,Unprovoked,south africa,Free diving,White,Sep,N,M,1989.0,29.0
989,Provoked,usa,"Fishing, stepped on hooked shark's head",Unspecified,Sep,N,M,1989.0,51.0
990,Unprovoked,usa,Hookah diving for abalone (descending),White,Sep,N,M,1989.0,38.0
991,Provoked,australia,Feeding fish,Grey,Aug,N,M,1989.0,30.0
992,Unprovoked,south africa,Surfing,White,Aug,N,M,1989.0,21.0
993,Unprovoked,australia,Surfing,Unspecified,Aug,N,M,1989.0,17.0
994,Unprovoked,south africa,Surfing,White,Jul,N,M,1989.0,34.0
995,Unprovoked,south africa,Surfing,White,Jun,N,M,1989.0,16.0
996,Unprovoked,south africa,Free diving,White,Jun,N,M,1989.0,28.0
997,Unprovoked,australia,Surfing,White,Mar,Y,M,1989.0,27.0
998,Unprovoked,italy,"Scuba diving, but swimming on surface",White,Feb,Y,M,1989.0,47.0
999,Invalid,usa,Kayaking,Unspecified,Jan,,M,1989.0,24.0
1000,Unprovoked,usa,Kayaking,White,Jan,Y,F,1989.0,24.0
1001,Unprovoked,australia,Surfing with dolphins,Tiger,Jan,N,M,1989.0,17.0
1002,Unprovoked,usa,Surfing (sitting on his board),White,Oct,N,M,1988.0,21.0
1003,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1988.0,30.0
1004,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1988.0,23.0
1005,Unprovoked,usa,Surfing,Unspecified,Sep,N,M,1988.0,21.0
1006,Unprovoked,usa,Snorkeling,Bull,Sep,Y,M,1988.0,38.0
1007,Unprovoked,usa,Surfing,White,Aug,N,M,1988.0,27.0
1008,Unprovoked,south africa,Spearfishing,White,Jun,N,M,1988.0,36.0
1009,Unprovoked,usa,Sittting in water with his child,Unspecified,Jun,N,M,1988.0,37.0
1010,Unprovoked,usa,Surfing,Unspecified,Jun,N,M,1988.0,25.0
1011,Unprovoked,south africa,Surfing,Unspecified,Mar,N,M,1988.0,17.0
1012,Unprovoked,south africa,Surfing,Grey,Feb,N,M,1988.0,20.0
1013,Unprovoked,south africa,Lying atop surfboard,Unspecified,Feb,N,F,1988.0,15.0
1014,Invalid,south africa,Surfing,Unspecified,Jan,,M,1988.0,22.0
1015,Provoked,south africa,Attempting to lasso shark's tail,Unspecified,Jan,N,M,1988.0,33.0
1016,Unprovoked,usa,Surfing,Unspecified,Dec,N,M,1987.0,16.0
1017,Unprovoked,usa,Surfing,Unspecified,Oct,N,M,1987.0,20.0
1018,Invalid,south africa,Boogie boarding,Unspecified,Oct,,M,1987.0,14.0
1019,Unprovoked,south africa,Spearfishing,White,Oct,N,M,1987.0,21.0
1020,Unprovoked,south africa,Surfing,White,Sep,N,M,1987.0,24.0
1021,Unprovoked,usa,Wading,Unspecified,Aug,N,M,1987.0,12.0
1022,Unprovoked,usa,Surfing (sitting on his board),White,Aug,N,M,1987.0,40.0
1023,Unprovoked,usa,Surfing,Unspecified,Jul,N,M,1987.0,27.0
1024,Unprovoked,usa,Body surfing,Unspecified,Jul,N,F,1987.0,32.0
1025,Unprovoked,usa,Wading,Unspecified,Jul,N,F,1987.0,16.0
1026,Unprovoked,vanuatu,Swimming,Unspecified,Apr,Y,M,1987.0,8.0
1027,Unprovoked,south africa,Spearfishing,White,Jan,N,M,1987.0,30.0
1028,Unprovoked,south africa,Body boarding,White,Dec,Y,M,1986.0,21.0
1029,Unprovoked,usa,Surfing,Unspecified,Dec,N,M,1986.0,40.0
1030,Unprovoked,usa,Free diving  & spearfishing (submerged),White,Dec,N,M,1986.0,27.0
1031,Unprovoked,usa,Swimming,Lemon,Oct,N,F,1986.0,6.0
1032,Unprovoked,south africa,Racing ski,Unspecified,Oct,N,M,1986.0,32.0
1033,Invalid,south africa,Spearfishing,Unspecified,Aug,,M,1986.0,35.0
1034,Unprovoked,south africa,Spearfishing,Unspecified,Jul,N,M,1986.0,26.0
1035,Unprovoked,south africa,Treading water,Unspecified,Mar,N,M,1986.0,26.0
1036,Unprovoked,south africa,Surfing,White,Feb,N,M,1986.0,21.0
1037,Unprovoked,south africa,Swimming,Unspecified,Feb,N,M,1986.0,46.0
1038,Unprovoked,south africa,Spearfishing,Unspecified,Feb,N,M,1986.0,29.0
1039,Unprovoked,australia,Surfing,Unspecified,Feb,N,M,1986.0,29.0
